resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
21353,865,3,131,8,2,2,2,2,18,78,0.643,6367200,46,7,01:19.0,152.246,1
21354,865,4,6,5,5,3,3,3,15,78,0.947,6367504,45,5,01:18.9,152.478,1
21355,865,20,9,1,9,4,4,4,12,78,1.343,6367900,43,9,01:19.1,152.056,1
21356,865,1,1,4,3,5,5,5,10,78,4.101,6370658,46,4,01:18.8,152.577,1
21360,865,8,208,9,8,9,9,9,2,78,44.036,6410593,51,12,01:19.2,151.73,1
21376,866,1,1,4,2,1,1,1,25,70,32:29.6,5549586,59,6,01:17.0,203.837,1
21379,866,20,9,1,1,4,4,4,12,70,7.295,5556881,70,1,01:15.8,207.249,1
21380,866,4,6,5,3,5,5,5,10,70,13.411,5562997,42,15,01:17.8,201.742,1
21381,866,3,131,8,5,6,6,6,8,70,13.842,5563428,67,7,01:17.1,203.732,1
21383,866,8,208,9,12,8,8,8,4,70,15.567,5565153,70,5,01:16.8,204.517,1
21400,867,4,6,5,11,1,1,1,25,57,44:16.6,6256649,40,5,01:43.7,188.185,1
21401,867,8,208,9,5,2,2,2,18,57,6.421,6263070,43,7,01:43.7,188.148,1
21402,867,30,131,7,12,3,3,3,15,57,12.639,6269288,43,3,01:43.1,189.22,1
21405,867,3,131,8,6,6,6,6,8,57,21.176,6277825,54,1,01:42.2,190.953,1
21407,867,18,1,3,9,8,8,8,4,57,24.653,6281302,48,17,01:44.8,186.138,1
21425,868,4,6,5,1,2,2,2,18,52,3.06,5114348,49,7,01:35.4,222.336,1
21426,868,20,9,1,4,3,3,3,15,52,4.836,5116124,52,3,01:34.9,223.48,1
21428,868,8,208,9,6,5,5,5,10,52,10.314,5121602,50,1,01:34.7,224.037,1
21430,868,30,131,7,3,7,7,7,6,52,29.153,5140441,52,6,01:35.2,222.789,1
21431,868,1,1,4,8,8,8,8,4,52,36.463,5147751,44,15,01:36.2,220.515,1
21433,868,18,1,3,16,10,10,10,1,52,44.444,5155732,52,14,01:36.1,220.714,1
21438,868,3,131,8,11,15,15,15,0,52,57.394,5168682,49,11,01:35.7,221.489,1
21448,869,4,6,5,1,1,1,1,25,67,31:05.9,5465862,66,2,01:19.0,208.319,1
21449,869,18,1,3,6,2,2,2,18,67,6.949,5472811,67,8,01:19.5,207.205,1
21450,869,8,208,9,10,3,3,3,15,67,16.409,5482271,62,13,01:19.7,206.555,1
21452,869,20,9,1,2,5,5,5,10,67,23.732,5489594,61,4,01:19.2,208.011,1
21454,869,30,131,7,3,7,7,7,6,67,28.97,5494832,57,1,01:18.7,209.163,1
21457,869,3,131,8,21,10,10,10,1,67,48.889,5514751,59,3,01:19.1,208.158,1
21472,870,1,1,4,1,1,1,1,25,69,41:05.5,6065503,65,4,01:25.7,184.082,1
21473,870,8,208,9,5,2,2,2,18,69,1.032,6066535,41,6,01:25.7,183.972,1
21475,870,20,9,1,3,4,4,4,12,69,11.614,6077117,68,1,01:24.1,187.453,1
21476,870,4,6,5,6,5,5,5,10,69,26.653,6092156,65,7,01:25.7,183.951,1
21477,870,18,1,3,4,6,6,6,8,69,30.243,6095746,58,10,01:25.8,183.751,1
21481,870,3,131,8,13,10,10,10,1,69,51.234,6116737,58,9,01:25.8,183.753,1
21496,871,18,1,3,1,1,1,1,25,44,29:08.5,5348530,40,10,01:54.3,220.611,1
21497,871,20,9,1,10,2,2,2,18,44,13.624,5362154,39,9,01:54.2,220.795,1
21498,871,8,208,9,3,3,3,3,15,44,25.334,5373864,34,5,01:53.6,221.879,1
21502,871,30,131,7,13,7,7,7,6,44,53.374,5401904,37,4,01:53.5,222.139,1
21506,871,3,131,8,23,11,11,11,0,44,65.111,5413641,39,2,01:53.1,222.992,1
21520,872,1,1,4,1,1,1,1,25,53,19:41.2,4781221,52,5,01:28.4,235.841,1
21522,872,4,6,5,10,3,3,3,15,53,20.594,4801815,44,11,01:28.8,234.758,1
21524,872,8,208,9,7,5,5,5,10,53,30.881,4812102,52,17,01:29.1,234.036,1
21525,872,30,131,7,4,6,6,6,8,53,31.259,4812480,51,3,01:27.7,237.748,1
21526,872,3,131,8,6,7,7,7,6,53,33.55,4814771,53,1,01:27.2,239.053,1
21544,873,20,9,1,3,1,1,1,25,59,00:26.1,7226144,50,3,01:52.1,162.865,1
21545,873,18,1,3,4,2,2,2,18,59,"+8.959 sec",7235103,47,4,01:52.6,162.155,1
21546,873,4,6,5,5,3,3,3,15,59,15.227,7241371,53,5,01:52.7,162.034,1
21548,873,3,131,8,10,5,5,5,10,59,34.784,7260928,55,12,01:53.9,160.344,1
21549,873,8,208,9,12,6,6,6,8,59,35.759,7261903,53,11,01:53.8,160.502,1
21568,874,20,9,1,1,1,1,1,25,53,28:56.2,5336242,52,1,01:35.8,218.276,1
21571,874,18,1,3,8,4,4,4,12,53,25.098,5361340,51,2,01:36.6,216.396,1
21572,874,1,1,4,9,5,5,5,10,53,46.49,5382732,45,11,01:37.8,213.842,1
21573,874,8,208,9,7,6,6,6,8,53,50.424,5386666,49,13,01:37.9,213.566,1
21578,874,30,131,7,23,11,11,11,0,53,67.769,5404011,43,6,01:36.9,215.646,1
21592,875,20,9,1,2,1,1,1,25,55,36:28.7,5788651,55,5,01:42.5,197.211,1
21594,875,4,6,5,4,3,3,3,15,55,13.944,5802595,52,3,01:42.4,197.321,1
21596,875,8,208,9,5,5,5,5,10,55,36.739,5825390,51,11,01:42.8,196.592,1
21601,875,1,1,4,3,10,10,10,1,55,79.692,5868343,49,9,01:42.7,196.785,1
21604,875,30,131,7,10,13,13,13,0,55,89.241,5877892,49,13,01:43.2,195.902,1
21616,876,20,9,1,1,1,1,1,25,60,31:10.7,5470744,60,4,01:28.7,207.95,1
21617,876,4,6,5,5,2,2,2,18,60,9.437,5480181,60,3,01:28.6,208.168,1
21619,876,1,1,4,3,4,4,4,12,60,13.909,5484653,58,5,01:28.9,207.433,1
21620,876,18,1,3,4,5,5,5,10,60,26.266,5497010,60,1,01:28.2,209.176,1
21622,876,8,208,9,7,7,7,7,6,60,45.227,5515971,54,12,01:29.4,206.482,1
21626,876,3,131,8,10,11,11,11,0,60,+1:21.694,5552438,59,14,01:29.5,206.163,1
21640,877,8,208,9,4,1,1,1,25,55,45:58.7,6358667,50,3,01:44.5,191.41,1
21641,877,4,6,5,6,2,2,2,18,55,0.852,6359519,53,2,01:44.1,192.087,1
21642,877,20,9,1,24,3,3,3,15,55,4.163,6362830,54,1,01:44.0,192.32,1
21643,877,18,1,3,5,4,4,4,12,55,7.787,6366454,50,4,01:44.5,191.273,1
21650,877,30,131,7,13,11,11,11,0,55,28.075,6386742,51,6,01:45.2,190.015,1
21664,878,1,1,4,2,1,1,1,25,56,35:55.3,5755269,55,5,01:39.7,199.047,1
21665,878,20,9,1,1,2,2,2,18,56,0.675,5755944,56,1,01:39.3,199.772,1
21666,878,4,6,5,7,3,3,3,15,56,39.229,5794498,56,4,01:39.7,199.121,1
21668,878,18,1,3,12,5,5,5,10,56,56.432,5811701,54,6,01:40.2,198.17,1
21669,878,8,208,9,4,6,6,6,8,56,64.425,5819694,56,3,01:39.5,199.517,1
21676,878,3,131,8,17,13,13,13,0,56,85.51,5840779,51,8,01:40.4,197.622,1
21688,879,18,1,3,2,1,1,1,25,71,45:22.7,6322656,37,2,01:18.1,198.601,1
21689,879,4,6,5,7,2,2,2,18,71,2.754,6325410,36,4,01:18.6,197.301,1
21693,879,20,9,1,4,6,6,6,8,71,9.453,6332109,36,9,01:19.1,196.136,1
21694,879,30,131,7,13,7,7,7,6,71,11.907,6334563,37,15,01:20.2,193.522,1
21712,880,8,208,7,7,1,1,1,25,58,30:03.2,5403225,56,1,01:29.3,213.845,1
21713,880,4,6,3,5,2,2,2,18,58,12.451,5415676,53,3,01:29.6,213.162,1
21714,880,20,9,1,1,3,3,3,15,58,22.346,5425571,42,10,01:30.4,211.16,1
21716,880,1,131,10,3,5,5,5,10,58,45.561,5448786,45,5,01:29.8,212.689,1
21720,880,18,1,5,10,9,9,9,2,58,+1:21.630,5484855,41,7,01:30.2,211.654,1
21734,881,20,9,1,1,1,1,1,25,56,38:56.7,5936681,45,3,01:40.4,198.661,1
21736,881,1,131,10,4,3,3,3,15,56,12.181,5948862,32,10,01:41.0,197.57,1
21737,881,3,131,9,6,4,4,4,12,56,12.64,5949321,44,8,01:40.8,198.052,1
21740,881,8,208,7,10,7,7,7,6,56,48.479,5985160,37,13,01:41.8,196.079,1
21756,882,4,6,3,3,1,1,1,25,56,36:26.9,5786945,46,4,01:39.5,197.21,1
21757,882,8,208,7,2,2,2,2,18,56,10.168,5797113,51,5,01:40.0,196.324,1
21758,882,1,131,10,1,3,3,3,15,56,12.322,5799267,50,6,01:40.0,196.273,1
21759,882,20,9,1,9,4,4,4,12,56,12.525,5799470,53,1,01:36.8,202.706,1
21760,882,18,1,5,8,5,5,5,10,56,35.285,5822230,56,2,01:38.1,200.122,1
21778,883,20,9,1,2,1,1,1,25,57,36:00.5,5760498,55,1,01:37.0,200.938,1
21779,883,8,208,7,8,2,2,2,18,57,9.111,5769609,57,8,01:38.2,198.476,1
21782,883,1,131,10,9,5,5,5,10,57,35.23,5795728,48,11,01:38.2,198.395,1
21785,883,4,6,3,3,8,8,8,4,57,37.574,5798072,41,3,01:37.2,200.436,1
21786,883,3,131,9,1,9,9,9,2,57,41.126,5801624,48,4,01:37.6,199.647,1
21787,883,18,1,5,10,10,10,10,1,57,46.631,5807129,49,6,01:37.7,199.33,1
21800,884,4,6,3,5,1,1,1,25,66,39:16.6,5956596,53,5,01:26.7,193.329,1
21801,884,8,208,7,4,2,2,2,18,66,9.338,5965934,47,6,01:26.8,193.16,1
21803,884,20,9,1,3,4,4,4,12,66,38.273,5994869,55,9,01:27.0,192.541,1
21805,884,3,131,9,1,6,6,6,8,66,+1:08.020,6024616,56,11,01:27.6,191.321,1
21807,884,18,1,5,14,8,8,8,4,66,+1:19.506,6036102,55,14,01:28.0,190.524,1
21822,885,3,131,9,1,1,1,1,25,78,17:52.1,8272056,74,6,01:18.3,153.51,1
21823,885,20,9,1,3,2,2,2,18,78,3.888,8275944,77,1,01:16.6,157.018,1
21825,885,1,131,10,2,4,4,4,12,78,13.894,8285950,76,3,01:18.1,153.891,1
21827,885,18,1,5,9,6,6,6,8,78,23.103,8295159,76,8,01:18.7,152.743,1
21828,885,4,6,3,6,7,7,7,6,78,26.734,8298790,77,12,01:19.3,151.55,1
21831,885,8,208,7,5,10,10,10,1,78,36.582,8308638,78,2,01:17.4,155.364,1
21844,886,20,9,1,1,1,1,1,25,70,32:09.1,5529143,55,5,01:16.6,205.06,1
21845,886,4,6,3,6,2,2,2,18,70,14.408,5543551,69,2,01:16.2,206.023,1
21846,886,1,131,10,2,3,3,3,15,70,15.942,5545085,69,3,01:16.4,205.615,1
21848,886,3,131,9,4,5,5,5,10,70,+1:09.725,5598868,70,4,01:16.5,205.132,1
21866,887,3,131,9,2,1,1,1,25,52,32:59.5,5579456,50,2,01:33.5,226.744,1
21868,887,4,6,3,9,3,3,3,15,52,7.124,5586580,50,3,01:34.1,225.396,1
21869,887,1,131,10,1,4,4,4,12,52,7.756,5587212,51,4,01:34.2,225.231,1
21870,887,8,208,7,8,5,5,5,10,52,11.257,5590713,49,8,01:35.4,222.339,1
21878,887,18,1,5,10,13,13,13,0,52,25.969,5605425,39,16,01:36.4,220.096,1
21888,888,20,9,1,2,1,1,1,25,60,41:14.7,6074711,59,5,01:34.2,196.814,1
21889,888,8,208,7,4,2,2,2,18,60,1.008,6075719,57,2,01:33.8,197.647,1
21891,888,4,6,3,8,4,4,4,12,60,7.721,6082432,51,1,01:33.5,198.279,1
21892,888,1,131,10,1,5,5,5,10,60,26.927,6101638,57,4,01:34.2,196.83,1
21893,888,18,1,5,9,6,6,6,8,60,27.996,6102707,49,7,01:34.2,196.736,1
21896,888,3,131,9,11,9,9,9,2,60,46.821,6121532,55,6,01:34.2,196.778,1
21910,890,1,131,10,1,1,1,1,25,70,42:29.4,6149445,69,3,01:24.6,186.322,1
21911,890,8,208,7,6,2,2,2,18,70,10.938,6160383,61,6,01:25.3,184.982,1
21912,890,20,9,1,2,3,3,3,15,70,12.459,6161904,57,2,01:24.6,186.529,1
21914,890,4,6,3,5,5,5,5,10,70,31.411,6180856,56,8,01:25.4,184.692,1
21916,890,18,1,5,13,7,7,7,6,70,53.819,6203264,56,11,01:26.2,182.975,1
21932,891,20,9,1,2,1,1,1,25,44,23:42.2,5022196,40,1,01:50.8,227.657,1
21933,891,4,6,3,9,2,2,2,18,44,16.869,5039065,36,4,01:51.4,226.375,1
21934,891,1,131,10,1,3,3,3,15,44,27.734,5049930,39,7,01:51.6,225.943,1
21935,891,3,131,9,4,4,4,4,12,44,29.872,5052068,39,6,01:51.6,225.971,1
21937,891,18,1,5,6,6,6,6,8,44,40.794,5062990,36,2,01:50.8,227.519,1
21954,892,20,9,1,1,1,1,1,25,53,18:33.4,4713352,52,12,01:27.2,239.187,1
21955,892,4,6,3,5,2,2,2,18,53,5.467,4718819,52,5,01:26.8,240.27,1
21959,892,3,131,9,6,6,6,6,8,53,10.999,4724351,50,2,01:26.5,241.095,1
21962,892,1,131,10,12,9,9,9,2,53,33.527,4746879,51,1,01:25.8,242.924,1
21963,892,18,1,5,9,10,10,10,1,53,38.327,4751679,46,16,01:27.8,237.445,1
21964,892,8,208,7,11,11,11,11,0,53,38.695,4752047,45,6,01:26.9,239.853,1
21976,893,20,9,1,1,1,1,1,25,61,59:13.1,7153132,46,1,01:48.6,167.94,1
21977,893,4,6,3,7,2,2,2,18,61,32.627,7185759,44,11,01:51.1,164.149,1
21978,893,8,208,7,13,3,3,3,15,61,43.92,7197052,55,13,01:51.1,164.063,1
21979,893,3,131,9,2,4,4,4,12,61,51.155,7204287,51,6,01:50.4,165.233,1
21980,893,1,131,10,5,5,5,5,10,61,53.159,7206291,59,4,01:49.9,165.89,1
21982,893,18,1,5,8,7,7,7,6,61,+1:23.354,7236486,46,15,01:51.7,163.182,1
21998,894,20,9,1,1,1,1,1,25,55,43:13.7,6193701,53,1,01:41.4,199.388,1
21999,894,8,208,7,9,2,2,2,18,55,4.224,6197925,51,3,01:42.0,198.225,1
22002,894,1,131,10,2,5,5,5,10,55,25.255,6218956,53,5,01:42.5,197.134,1
22003,894,4,6,3,5,6,6,6,8,55,26.189,6219890,54,7,01:42.7,196.808,1
22004,894,3,131,9,4,7,7,7,6,55,26.698,6220399,54,4,01:42.5,197.265,1
22005,894,18,1,5,11,8,8,8,4,55,32.262,6225963,45,12,01:43.1,196.113,1
22020,895,20,9,1,2,1,1,1,25,53,26:49.3,5209301,39,4,01:35.3,219.322,1
22023,895,4,6,3,8,4,4,4,12,53,45.605,5254906,39,8,01:35.9,218.041,1
22024,895,8,208,7,9,5,5,5,10,53,47.325,5256626,35,5,01:35.5,218.865,1
22027,895,3,131,9,6,8,8,8,4,53,+1:12.023,5281324,46,2,01:34.7,220.868,1
22028,895,18,1,5,10,9,9,9,2,53,+1:20.821,5290122,53,6,01:35.5,218.79,1
22042,896,20,9,1,1,1,1,1,25,60,31:12.2,5472187,54,2,01:28.1,209.383,1
22043,896,3,131,9,2,2,2,2,18,60,29.823,5502010,49,9,01:28.8,207.732,1
22047,896,1,131,10,3,6,6,6,8,60,52.475,5524662,53,15,01:29.1,207.182,1
22048,896,8,208,7,6,7,7,7,6,60,+1:07.988,5540175,60,1,01:27.7,210.426,1
22052,896,4,6,3,8,11,11,11,0,60,+1:18.297,5550484,58,6,01:28.7,207.983,1
22064,897,20,9,1,2,1,1,1,25,55,38:06.1,5886106,51,2,01:43.9,192.451,1
22066,897,3,131,9,3,3,3,3,15,55,33.65,5919756,51,6,01:44.5,191.41,1
22068,897,4,6,3,10,5,5,5,10,55,+1:07.181,5953287,55,1,01:43.4,193.305,1
22070,897,1,131,10,4,7,7,7,6,55,+1:19.267,5965373,47,10,01:45.5,189.586,1
22075,897,18,1,5,12,12,12,12,0,55,+1:43.767,5989873,43,17,01:46.3,188.03,1
22086,898,20,9,1,1,1,1,1,25,56,39:17.1,5957148,54,1,01:39.9,198.754,1
22089,898,1,131,10,5,4,4,4,12,56,27.358,5984506,50,5,01:40.8,196.857,1
22090,898,4,6,3,6,5,5,5,10,56,29.592,5986740,52,10,01:41.2,196.141,1
22094,898,3,131,9,12,9,9,9,2,56,59.141,6016289,51,8,01:41.1,196.244,1
22095,898,18,1,5,15,10,10,10,1,56,+1:17.278,6034426,50,12,01:41.3,195.95,1
22108,899,20,9,1,1,1,1,1,25,71,32:36.3,5556300,51,3,01:15.6,205.125,1
22110,899,4,6,3,3,3,3,3,15,71,18.913,5575213,50,2,01:15.5,205.473,1
22111,899,18,1,5,14,4,4,4,12,71,37.36,5593660,52,7,01:16.5,202.909,1
22112,899,3,131,9,2,5,5,5,10,71,39.048,5595348,60,6,01:16.4,202.93,1
22116,899,1,131,10,5,9,9,9,2,71,+1:12.903,5629203,51,10,01:16.7,202.268,1
22130,900,3,131,6,3,1,1,1,25,57,32:58.7,5578710,19,1,01:32.5,206.436,1
22132,900,18,1,22,10,3,3,3,15,57,30.027,5608737,39,5,01:32.9,205.46,1
22133,900,4,6,14,5,4,4,4,12,57,35.284,5613994,57,7,01:33.2,204.867,1
22136,900,8,6,7,11,7,7,7,6,57,57.675,5636385,56,8,01:33.2,204.814,1
22152,901,1,131,44,1,1,1,1,25,56,40:26.0,6025974,53,1,01:43.1,193.611,1
22153,901,3,131,6,3,2,2,2,18,56,17.313,6043287,55,2,01:44.0,191.946,1
22154,901,20,9,1,2,3,3,3,15,56,24.534,6050508,51,4,01:44.3,191.341,1
22155,901,4,6,14,4,4,4,4,12,56,35.992,6061966,47,3,01:44.2,191.569,1
22157,901,18,1,22,10,6,6,6,8,56,+1:23.691,6109665,47,11,01:46.0,188.183,1
22174,902,1,131,44,2,1,1,1,25,57,39:42.7,5982743,49,2,01:37.1,200.634,1
22175,902,3,131,6,1,2,2,2,18,57,1.085,5983828,49,1,01:37.0,200.816,1
22179,902,20,9,1,10,6,6,6,8,57,29.879,6012622,18,6,01:39.3,196.181,1
22182,902,4,6,14,9,9,9,9,2,57,32.595,6015338,53,12,01:39.7,195.355,1
22183,902,8,6,7,5,10,10,10,1,57,33.462,6016205,35,8,01:39.4,195.933,1
22196,903,1,131,44,1,1,1,1,25,54,33:28.3,5608338,42,2,01:41.2,193.916,1
22197,903,3,131,6,4,2,2,2,18,54,18.062,5626400,39,1,01:40.4,195.45,1
22198,903,4,6,14,5,3,3,3,15,54,23.604,5631942,48,4,01:42.1,192.235,1
22200,903,20,9,1,3,5,5,5,10,54,47.778,5656116,37,5,01:42.2,192.07,1
22203,903,8,6,7,11,8,8,8,4,54,+1:16.335,5684673,34,8,01:42.3,191.824,1
22218,904,1,131,44,1,1,1,1,25,66,41:05.2,6065155,54,3,01:29.5,187.275,1
22219,904,3,131,6,2,2,2,2,18,66,0.636,6065791,51,2,01:29.2,187.794,1
22221,904,20,9,1,15,4,4,4,12,66,+1:16.702,6141857,55,1,01:28.9,188.465,1
22223,904,4,6,14,7,6,6,6,8,66,+1:27.743,6152898,55,4,01:29.9,186.411,1
22240,905,3,131,6,1,1,1,1,25,78,49:27.7,6567661,33,4,01:19.4,151.388,1
22241,905,1,131,44,2,2,2,2,18,78,9.21,6576871,34,3,01:19.4,151.51,1
22243,905,4,6,14,5,4,4,4,12,78,32.452,6600113,54,5,01:19.7,150.814,1
22263,906,3,131,6,1,2,2,2,18,70,4.236,5957066,33,7,01:18.9,199.028,1
22264,906,20,9,1,3,3,3,3,15,70,5.247,5958077,48,10,01:19.2,198.299,1
22265,906,18,1,22,9,4,4,4,12,70,11.755,5964585,64,5,01:18.8,199.337,1
22267,906,4,6,14,7,6,6,6,8,70,14.869,5967699,64,3,01:18.6,199.704,1
22271,906,8,6,7,10,10,10,10,1,70,53.678,6006508,68,2,01:18.5,199.921,1
22284,907,3,131,6,3,1,1,1,25,71,27:55.0,5274976,50,6,01:12.6,214.518,1
22285,907,1,131,44,9,2,2,2,18,71,1.932,5276908,41,2,01:12.2,215.65,1
22288,907,4,6,14,4,5,5,5,10,71,18.553,5293529,58,5,01:12.6,214.527,1
22293,907,8,6,7,8,10,10,10,1,71,47.777,5322753,55,9,01:12.9,213.676,1
22294,907,18,1,22,11,11,11,11,0,71,50.966,5325942,60,8,01:12.9,213.752,1
22306,908,1,131,44,6,1,1,1,25,52,26:52.1,8812094,26,1,01:37.2,218.239,1
22309,908,18,1,22,3,4,4,4,12,52,47.39,8859484,52,5,01:38.3,215.778,1
22310,908,20,9,1,2,5,5,5,10,52,53.864,8865958,52,2,01:37.5,217.556,1
22311,908,4,6,14,16,6,6,6,8,52,59.946,8872040,52,8,01:38.6,215.115,1
22328,909,3,131,6,1,1,1,1,25,67,33:42.9,5622914,67,6,01:21.3,202.543,1
22330,909,1,131,44,20,3,3,3,15,67,22.53,5645444,53,1,01:19.9,206.066,1
22331,909,20,9,1,6,4,4,4,12,67,44.014,5666928,39,10,01:21.5,201.93,1
22332,909,4,6,14,7,5,5,5,10,67,52.467,5675381,57,3,01:20.5,204.429,1
22335,909,18,1,22,11,8,8,8,4,67,+1:24.711,5707625,64,8,01:21.3,202.424,1
22351,910,4,6,14,5,2,2,2,18,70,5.225,6790283,40,5,01:27.4,180.413,1
22352,910,1,131,44,22,3,3,3,15,70,5.857,6790915,36,4,01:27.4,180.494,1
22353,910,3,131,6,1,4,4,4,12,70,+6.361s,6791419,64,1,01:25.7,183.981,1
22355,910,8,6,7,16,6,6,6,8,70,31.491,6816549,47,6,01:28.0,179.257,1
22356,910,20,9,1,2,7,7,7,6,70,40.964,6826022,52,9,01:28.7,177.716,1
22359,910,18,1,22,7,10,10,10,1,70,+1:07.280,6852338,50,13,01:29.2,176.898,1
22374,911,3,131,6,1,2,2,2,18,44,3.383,5079939,36,1,01:50.5,228.161,1
22376,911,8,6,7,8,4,4,4,12,44,36.815,5113371,39,13,01:54.1,221.004,1
22377,911,20,9,1,3,5,5,5,10,44,52.196,5128752,36,5,01:53.0,223.229,1
22378,911,18,1,22,10,6,6,6,8,44,54.58,5131136,38,8,01:53.5,222.186,1
22379,911,4,6,14,4,7,7,7,6,44,+1:01.162,5137718,29,11,01:53.9,221.413,1
22395,912,1,131,44,1,1,1,1,25,53,19:10.2,4750236,29,1,01:28.0,236.975,1
22396,912,3,131,6,2,2,2,2,18,53,3.175,4753411,51,2,01:28.2,236.432,1
22400,912,20,9,1,8,6,6,6,8,53,59.965,4810201,34,10,01:29.1,233.952,1
22402,912,18,1,22,6,8,8,8,4,53,+1:03.063,4813299,35,11,01:29.2,233.68,1
22403,912,8,6,7,11,9,9,9,2,53,+1:03.535,4813771,43,7,01:28.9,234.476,1
22417,913,1,131,44,1,1,1,1,25,60,00:04.8,7204795,39,1,01:50.4,165.137,1
22418,913,20,9,1,4,2,2,2,18,60,13.534,7218329,27,8,01:52.5,162.052,1
22420,913,4,6,14,5,4,4,4,12,60,15.389,7220184,27,6,01:52.1,162.636,1
22424,913,8,6,7,7,8,8,8,4,60,+1:00.641,7265436,28,11,01:52.9,161.545,1
22439,914,1,131,44,2,1,1,1,25,44,51:43.0,6703021,39,1,01:51.6,187.322,1
22440,914,3,131,6,1,2,2,2,18,44,9.18,6712201,15,6,01:52.6,185.739,1
22441,914,20,9,1,9,3,3,3,15,44,29.122,6732143,32,3,01:51.9,186.795,1
22443,914,18,1,22,8,5,5,5,10,44,+1:07.550,6770571,33,2,01:51.7,187.119,1
22461,915,1,131,44,1,1,1,1,25,53,31:50.7,5510744,48,3,01:41.6,207.2,1
22462,915,3,131,6,2,2,2,2,18,53,13.657,5524401,52,2,01:41.4,207.703,1
22464,915,18,1,22,4,4,4,4,12,53,30.234,5540978,47,4,01:42.0,206.472,1
22466,915,4,6,14,7,6,6,6,8,53,+1:00.016,5570760,53,6,01:42.2,206.038,1
22468,915,20,9,1,10,8,8,8,4,53,+1:06.185,5576929,53,8,01:42.6,205.133,1
22469,915,8,6,7,8,9,9,9,2,53,+1:18.877,5589621,45,11,01:42.9,204.556,1
22482,916,1,131,44,2,1,1,1,25,56,40:04.8,6004785,49,4,01:41.9,194.712,1
22483,916,3,131,6,1,2,2,2,18,56,4.314,6009099,48,5,01:41.9,194.706,1
22487,916,4,6,14,6,6,6,6,8,56,+1:35.231,6100016,47,2,01:41.5,195.585,1
22488,916,20,9,1,18,7,7,7,6,56,+1:35.734,6100519,50,1,01:41.4,195.768,1
22500,917,3,131,6,1,1,1,1,25,71,30:02.6,5402555,62,2,01:13.6,210.711,1
22501,917,1,131,44,2,2,2,2,18,71,1.457,5404012,62,1,01:13.6,210.895,1
22503,917,18,1,22,5,4,4,4,12,71,48.658,5451213,68,4,01:14.0,209.629,1
22504,917,20,9,1,6,5,5,5,10,71,51.42,5453975,68,5,01:14.0,209.576,1
22505,917,4,6,14,8,6,6,6,8,71,+1:01.906,5464461,55,10,01:14.3,208.744,1
22506,917,8,6,7,10,7,7,7,6,71,+1:03.730,5466285,37,17,01:15.0,206.934,1
22518,918,1,131,44,2,1,1,1,50,55,39:02.6,5942619,49,4,01:45.6,189.342,1
22522,918,18,1,22,6,5,5,5,20,55,+1:00.334,6002953,47,9,01:46.7,187.32,1
22525,918,20,9,1,19,8,8,8,8,55,+1:12.045,6014664,51,3,01:45.6,189.427,1
22526,918,4,6,14,8,9,9,9,4,55,+1:25.813,6028432,45,12,01:47.4,186.126,1
22527,918,8,6,7,7,10,10,10,2,55,+1:27.820,6030439,46,16,01:47.7,185.586,1
22538,926,1,131,44,1,1,1,1,25,58,31:54.1,5514067,50,1,01:30.9,209.915,1
22539,926,3,131,6,2,2,2,2,18,58,1.36,5515427,47,2,01:31.1,209.577,1
22540,926,20,6,5,4,3,3,3,15,58,34.523,5548590,52,4,01:31.5,208.74,1
22556,927,20,6,5,2,1,1,1,25,56,41:05.8,6065793,46,3,01:43.6,193.501,1
22557,927,1,131,44,1,2,2,2,18,56,8.569,6074362,45,2,01:43.1,193.501,1
22558,927,3,131,6,3,3,3,3,15,56,12.31,6078103,43,1,01:42.1,195.516,1
22559,927,8,6,7,11,4,4,4,12,56,53.822,6119615,40,7,01:44.1,191.644,1
22576,928,1,131,44,1,1,1,1,25,56,39:42.0,5982008,31,1,01:42.2,191.996,1
22577,928,3,131,6,2,2,2,2,18,56,0.714,5982722,39,2,01:42.6,191.328,1
22578,928,20,6,5,3,3,3,3,15,56,2.988,5984996,15,5,01:43.0,190.487,1
22579,928,8,6,7,6,4,4,4,12,56,3.835,5985843,48,6,01:43.0,190.472,1
22596,929,1,131,44,1,1,1,1,25,57,35:05.8,5705809,38,5,01:37.9,199.098,1
22597,929,8,6,7,4,2,2,2,18,57,3.38,5709189,42,1,01:36.3,202.294,1
22598,929,3,131,6,3,3,3,3,15,57,6.033,5711842,36,3,01:37.3,200.184,1
22600,929,20,6,5,2,5,5,5,10,57,43.989,5749798,38,2,01:36.6,201.639,1
22616,930,3,131,6,1,1,1,1,25,66,41:12.6,6072555,53,2,01:29.1,188.061,1
22617,930,1,131,44,2,2,2,2,18,66,17.551,6090106,54,1,01:28.3,189.849,1
22618,930,20,6,5,3,3,3,3,15,66,45.342,6117897,61,6,01:30.7,184.687,1
22620,930,8,6,7,7,5,5,5,10,66,+1:00.002,6132557,47,3,01:29.9,186.342,1
22636,931,3,131,6,2,1,1,1,25,78,49:18.4,6558420,76,2,01:18.6,152.841,1
22637,931,20,6,5,3,2,2,2,18,78,4.486,6562906,75,4,01:18.9,152.347,1
22638,931,1,131,44,1,3,3,3,15,78,6.053,6564473,42,3,01:18.7,152.692,1
