constructorStandingsId,raceId,constructorId,points,position,positionText,wins
11318,498,58,0,14,14,0
11320,499,3,13,1,1,1
11321,499,34,6,3,3,0
11322,499,56,4,5,5,0
11323,499,25,3,6,6,0
11324,499,51,2,9,9,0
11325,499,1,3,8,8,0
11326,499,6,0,12,12,0
11327,499,57,0,13,13,0
11329,499,21,1,10,10,0
11330,499,54,0,11,11,0
11331,499,32,6,4,4,0
11332,499,4,9,2,2,1
11333,499,58,0,14,14,0
11335,500,3,15,2,2,1
11336,500,34,9,4,4,0
11337,500,56,4,6,6,0
11338,500,25,3,7,7,0
11339,500,51,2,9,9,0
11340,500,1,3,8,8,0
11341,500,6,0,14,14,0
11342,500,57,0,12,12,0
11344,500,21,2,10,10,0
11345,500,54,0,11,11,0
11346,500,32,6,5,5,0
11347,500,4,18,1,1,2
11348,500,58,0,13,13,0
11350,501,3,15,3,3,1
11351,501,34,18,2,2,1
11352,501,56,8,6,6,0
11353,501,25,3,9,9,0
11354,501,51,2,10,10,0
11355,501,1,6,8,8,0
11356,501,6,2,11,11,0
11357,501,57,0,13,13,0
11359,501,21,8,5,5,0
11360,501,54,0,12,12,0
11361,501,32,6,7,7,0
11362,501,4,18,1,1,2
11363,501,58,0,14,14,0
11365,502,3,25,1,1,1
11366,502,34,18,4,4,1
11367,502,56,8,6,6,0
11368,502,25,5,9,9,0
11369,502,51,2,11,11,0
11370,502,1,6,8,8,0
11371,502,6,3,10,10,0
11372,502,57,0,13,13,0
11374,502,21,8,5,5,0
11375,502,54,0,12,12,0
11376,502,32,6,7,7,0
11377,502,4,21,3,3,2
11378,502,58,0,14,14,0
11380,503,3,34,1,1,2
11381,503,34,22,3,3,1
11382,503,56,9,6,6,0
11383,503,25,5,9,9,0
11384,503,51,2,11,11,0
11385,503,1,6,8,8,0
11386,503,6,5,10,10,0
11387,503,57,0,13,13,0
11389,503,21,11,5,5,0
11390,503,54,0,12,12,0
11391,503,32,6,7,7,0
11392,503,4,21,4,4,2
11393,503,58,0,14,14,0
11395,504,3,44,1,1,3
11396,504,34,25,3,3,1
11397,504,56,9,6,6,0
11398,504,25,5,9,9,0
11399,504,51,2,11,11,0
11400,504,1,6,8,8,0
11401,504,6,5,10,10,0
11402,504,57,0,13,13,0
11404,504,21,11,5,5,0
11405,504,54,0,12,12,0
11406,504,32,6,7,7,0
11407,504,4,23,4,4,2
11408,504,58,0,14,14,0
11410,505,3,57,1,1,4
11411,505,34,31,3,3,1
11412,505,56,9,7,7,0
11413,505,25,10,6,6,0
11414,505,51,2,11,11,0
11415,505,1,7,8,8,0
11416,505,6,5,10,10,0
11417,505,57,0,13,13,0
11419,505,21,11,5,5,0
11420,505,54,0,12,12,0
11421,505,32,6,9,9,0
11422,505,4,23,4,4,2
11423,505,58,0,14,14,0
11425,506,3,67,1,1,4
11426,506,34,34,3,3,1
11427,506,56,9,7,7,0
11428,506,25,10,6,6,0
11429,506,51,4,11,11,0
11430,506,1,7,8,8,0
11431,506,6,6,10,10,0
11432,506,57,0,13,13,0
11434,506,21,11,5,5,0
11435,506,54,0,12,12,0
11436,506,32,6,9,9,0
11437,506,4,23,4,4,2
11438,506,58,0,14,14,0
11440,507,3,77,1,1,4
11441,507,34,36,3,3,1
11442,507,56,9,7,7,0
11443,507,25,10,6,6,0
11444,507,51,4,11,11,0
11445,507,1,7,9,9,0
11446,507,6,6,10,10,0
11447,507,57,0,13,13,0
11449,507,21,11,5,5,0
11450,507,54,0,12,12,0
11451,507,32,7,8,8,0
11452,507,4,32,4,4,3
11453,507,58,0,14,14,0
11455,508,3,80,1,1,4
11456,508,34,45,3,3,2
11457,508,56,9,7,7,0
11458,508,25,12,5,5,0
11459,508,51,4,11,11,0
11460,508,1,8,8,8,0
11461,508,6,6,10,10,0
11462,508,57,0,13,13,0
11464,508,21,11,6,6,0
11465,508,54,0,12,12,0
11466,508,32,7,9,9,0
11467,508,4,38,4,4,3
11468,508,58,0,14,14,0
11470,509,3,90,1,1,4
11471,509,34,54,3,3,3
11472,509,56,11,7,7,0
11473,509,25,12,5,5,0
11474,509,51,4,11,11,0
11475,509,1,8,9,9,0
11476,509,6,6,10,10,0
11477,509,57,0,13,13,0
11479,509,21,11,6,6,0
11480,509,54,0,12,12,0
11481,509,32,10,8,8,0
11482,509,4,38,4,4,3
11483,509,58,0,15,15,0
11485,510,3,105,1,1,5
11486,510,34,55,3,3,3
11487,510,56,11,7,7,0
11488,510,25,12,5,5,0
11489,510,51,4,11,11,0
11490,510,1,11,8,8,0
11491,510,6,8,10,10,0
11492,510,57,0,13,13,0
11494,510,21,11,6,6,0
11495,510,54,0,12,12,0
11496,510,32,10,9,9,0
11497,510,4,38,4,4,3
11498,510,58,0,15,15,0
11500,511,3,120,1,1,6
11501,511,34,55,3,3,3
11502,511,56,11,8,8,0
11503,511,25,12,6,6,0
11504,511,51,4,11,11,0
11505,511,1,11,9,9,0
11506,511,6,8,10,10,0
11507,511,57,0,13,13,0
11509,511,21,11,7,7,0
11510,511,54,0,12,12,0
11511,511,32,14,5,5,0
11512,511,4,38,4,4,3
11513,511,58,0,15,15,0
23987,512,3,0,7,7,0
23985,512,6,0,9,9,0
23983,512,25,0,11,11,0
23995,512,54,0,15,15,0
23992,512,32,8,2,2,0
23991,512,1,4,3,3,0
23990,512,56,1,4,4,0
23989,512,58,0,5,5,0
24009,513,54,0,13,13,0
24004,513,58,0,8,8,0
24003,513,21,0,7,7,0
24002,513,3,0,9,9,0
24001,513,57,0,11,11,0
24000,513,6,3,5,5,0
23999,513,59,0,12,12,0
23998,513,25,3,4,4,0
23997,513,4,0,10,10,0
24024,514,54,0,14,14,0
24022,514,32,17,3,3,0
24021,514,1,4,5,5,0
24020,514,56,1,7,7,0
24019,514,58,0,9,9,0
24018,514,21,0,8,8,0
24017,514,3,0,11,11,0
24016,514,57,0,13,13,0
24015,514,6,18,2,2,1
24014,514,59,0,10,10,0
24013,514,25,7,4,4,0
24012,514,4,0,12,12,0
24011,514,204,1,6,6,0
24039,515,54,0,14,14,0
24035,515,56,1,8,8,0
24034,515,58,0,9,9,0
24033,515,21,0,10,10,0
24032,515,3,4,6,6,0
24031,515,57,0,13,13,0
24029,515,59,0,11,11,0
24028,515,25,8,4,4,0
24027,515,4,0,12,12,0
24026,515,204,1,7,7,0
24054,516,54,0,14,14,0
24052,516,32,30,3,3,0
24051,516,1,4,5,5,0
24050,516,56,1,8,8,0
24048,516,21,0,10,10,0
24047,516,3,4,6,6,0
24045,516,6,36,2,2,2
24044,516,59,0,11,11,0
24042,516,4,0,12,12,0
24041,516,204,1,7,7,0
24073,517,51,0,15,15,0
24070,517,54,0,11,11,0
24068,517,32,33,3,3,0
24067,517,1,5,5,5,0
24066,517,56,1,9,9,0
24065,517,58,0,10,10,0
24064,517,21,2,7,7,0
24063,517,3,4,6,6,0
24061,517,6,45,1,1,3
24060,517,59,0,12,12,0
24058,517,4,0,13,13,0
24057,517,204,1,8,8,0
24090,518,51,0,15,15,0
24087,518,54,0,11,11,0
24085,518,32,37,3,3,0
24084,518,1,8,6,6,0
24083,518,56,1,9,9,0
24082,518,58,0,10,10,0
24081,518,21,3,7,7,0
24080,518,3,10,5,5,0
24078,518,6,54,1,1,4
24077,518,59,0,12,12,0
24075,518,4,0,13,13,0
24074,518,204,1,8,8,0
24106,519,51,0,15,15,0
24104,519,54,0,13,13,0
24102,519,32,37,3,3,0
24101,519,1,8,7,7,0
24100,519,56,1,10,10,0
24099,519,58,0,11,11,0
24098,519,21,3,8,8,0
24096,519,57,0,14,14,0
24095,519,6,60,1,1,4
24093,519,25,17,4,4,0
24091,519,204,1,9,9,0
24123,520,51,0,15,15,0
24121,520,54,0,13,13,0
24119,520,32,37,3,3,0
24118,520,1,11,7,7,0
24116,520,58,0,11,11,0
24115,520,21,3,8,8,0
24113,520,57,0,14,14,0
24112,520,6,62,1,1,4
24110,520,25,21,5,5,0
24108,520,204,1,9,9,0
24131,521,3,38,3,3,2
24133,521,58,0,11,11,0
24140,521,51,0,15,15,0
24138,521,54,0,13,13,0
24136,521,32,37,4,4,0
24135,521,1,13,7,7,0
24134,521,56,1,10,10,0
24132,521,21,4,8,8,0
24130,521,57,0,14,14,0
24158,522,51,0,15,15,0
24156,522,54,0,13,13,0
24154,522,204,1,9,9,0
24153,522,4,20,6,6,1
24152,522,25,21,5,5,0
24151,522,59,0,12,12,0
24150,522,6,74,1,1,4
24149,522,57,0,14,14,0
24148,522,3,49,3,3,3
24147,522,21,4,8,8,0
24146,522,58,0,11,11,0
24145,522,56,1,10,10,0
24144,522,1,13,7,7,0
24143,522,32,37,4,4,0
24175,523,51,0,15,15,0
24173,523,54,0,13,13,0
24171,523,204,4,9,9,0
24170,523,4,20,6,6,1
24169,523,25,21,5,5,0
24168,523,59,0,12,12,0
24167,523,6,80,1,1,4
24165,523,3,58,3,3,4
24164,523,21,5,8,8,0
24162,523,56,1,10,10,0
24160,523,32,37,4,4,0
24192,524,51,0,15,15,0
24190,524,54,0,13,13,0
24188,524,204,7,8,8,0
24187,524,4,20,6,6,1
24186,524,25,22,5,5,0
24185,524,59,0,12,12,0
24184,524,6,95,1,1,5
24183,524,57,0,14,14,0
24182,524,3,62,2,2,4
24180,524,58,0,11,11,0
24178,524,1,13,7,7,0
24212,525,182,0,12,12,0
24210,525,51,0,16,16,0
24208,525,54,0,14,14,0
24206,525,204,7,8,8,0
24205,525,4,20,6,6,1
24204,525,25,24,5,5,0
24203,525,59,0,13,13,0
24202,525,6,104,1,1,5
24201,525,57,0,15,15,0
24200,525,3,75,2,2,5
24199,525,21,5,9,9,0
24197,525,56,1,10,10,0
24231,526,182,0,13,13,0
24229,526,51,0,16,16,0
24227,526,54,2,11,11,0
24225,526,204,7,8,8,0
24224,526,4,26,6,6,1
24223,526,25,28,5,5,0
24222,526,59,0,14,14,0
24221,526,6,113,1,1,6
24220,526,57,0,15,15,0
24219,526,3,75,2,2,5
24217,526,58,3,10,10,0
24215,526,1,15,7,7,0
23446,527,64,0,16,16,0
23445,527,55,0,15,15,0
23443,527,57,0,13,13,0
23442,527,32,9,1,1,1
23441,527,34,6,2,2,0
23440,527,25,4,3,3,0
23439,527,1,3,4,4,0
23438,527,6,0,5,5,0
23437,527,56,0,6,6,0
23436,527,59,0,7,7,0
23435,527,54,0,8,8,0
23434,527,58,0,9,9,0
23432,527,63,0,11,11,0
23431,527,3,0,12,12,0
23463,528,64,0,17,17,0
23462,528,55,0,16,16,0
23460,528,57,0,14,14,0
23459,528,21,0,11,11,0
23458,528,32,12,1,1,1
23457,528,34,10,2,2,0
23456,528,25,5,5,5,0
23455,528,1,3,6,6,0
23454,528,6,9,3,3,1
23453,528,56,6,4,4,0
23452,528,59,0,10,10,0
23451,528,54,0,8,8,0
23450,528,58,2,7,7,0
23448,528,63,0,13,13,0
23447,528,3,0,12,12,0
23481,529,64,0,18,18,0
23480,529,57,0,14,14,0
23478,529,4,0,16,16,0
23477,529,55,0,17,17,0
23476,529,21,0,11,11,0
23475,529,32,21,1,1,2
23474,529,34,14,2,2,0
23473,529,25,11,3,3,0
23472,529,1,3,6,6,0
23471,529,6,9,4,4,1
23470,529,56,6,5,5,0
23469,529,59,0,12,12,0
23468,529,54,0,10,10,0
23467,529,58,2,9,9,0
23465,529,63,0,13,13,0
23464,529,3,3,7,7,0
23500,530,64,0,18,18,0
23499,530,57,0,15,15,0
23497,530,4,0,14,14,0
23496,530,55,0,17,17,0
23495,530,21,1,10,10,0
23494,530,32,27,1,1,2
23493,530,34,14,4,4,0
23492,530,25,15,3,3,0
23491,530,1,3,7,7,0
23490,530,6,18,2,2,2
23489,530,56,6,5,5,0
23488,530,59,0,12,12,0
23487,530,54,0,11,11,0
23486,530,58,2,9,9,0
23484,530,63,0,13,13,0
23483,530,3,3,8,8,0
23519,531,64,0,18,18,0
23518,531,57,0,15,15,0
23516,531,4,0,13,13,0
23515,531,55,0,17,17,0
23514,531,21,2,11,11,0
23513,531,32,27,1,1,2
23512,531,34,20,3,3,0
23511,531,25,24,2,2,1
23510,531,1,3,8,8,0
23509,531,6,18,4,4,2
23508,531,56,6,5,5,0
23507,531,59,4,6,6,0
23506,531,54,0,12,12,0
23505,531,58,2,10,10,0
23503,531,63,0,14,14,0
23502,531,3,3,9,9,0
23539,532,64,0,19,19,0
23537,532,57,0,16,16,0
23535,532,4,0,14,14,0
23534,532,55,0,18,18,0
23533,532,21,2,11,11,0
23532,532,32,36,1,1,3
23531,532,34,20,4,4,0
23530,532,25,25,2,2,1
23529,532,1,3,8,8,0
23528,532,6,22,3,3,2
23527,532,56,6,5,5,0
23526,532,59,4,7,7,0
23525,532,54,0,12,12,0
23524,532,58,2,10,10,0
23522,532,63,0,15,15,0
23521,532,3,3,9,9,0
23558,533,64,0,19,19,0
23556,533,57,0,16,16,0
23554,533,4,0,15,15,0
23553,533,55,0,18,18,0
23552,533,21,2,11,11,0
23551,533,32,45,1,1,4
23550,533,34,22,4,4,0
23549,533,25,25,2,2,1
23548,533,1,4,8,8,0
23547,533,6,22,3,3,2
23546,533,56,6,7,7,0
23545,533,59,7,6,6,0
23544,533,54,0,12,12,0
23543,533,58,2,10,10,0
23541,533,63,0,13,13,0
23540,533,3,3,9,9,0
23577,534,64,0,19,19,0
23575,534,57,0,16,16,0
23573,534,4,0,15,15,0
23572,534,55,0,18,18,0
23571,534,21,8,6,6,0
23570,534,32,49,1,1,4
23569,534,34,31,2,2,1
23568,534,25,25,3,3,1
23567,534,1,7,9,9,0
23566,534,6,22,4,4,2
23565,534,56,7,7,7,0
23564,534,59,7,8,8,0
23563,534,54,0,12,12,0
23562,534,58,4,10,10,0
23560,534,63,0,13,13,0
23559,534,3,3,11,11,0
23596,535,64,0,19,19,0
23594,535,57,0,16,16,0
23592,535,4,0,15,15,0
23591,535,55,0,18,18,0
23590,535,21,8,7,7,0
23589,535,32,58,1,1,5
23588,535,34,34,2,2,1
23587,535,25,25,3,3,1
23586,535,1,11,5,5,0
23585,535,6,22,4,4,2
23584,535,56,7,9,9,0
23583,535,59,8,8,8,0
23582,535,54,0,12,12,0
23581,535,58,4,11,11,0
23579,535,63,0,13,13,0
23578,535,3,5,10,10,0
23615,536,64,0,19,19,0
23613,536,57,0,16,16,0
23611,536,4,0,15,15,0
23610,536,55,0,18,18,0
23609,536,21,8,7,7,0
23608,536,32,58,1,1,5
23607,536,34,40,2,2,1
23606,536,25,28,4,4,1
23605,536,1,12,5,5,0
23604,536,6,31,3,3,3
23603,536,56,7,9,9,0
23602,536,59,8,8,8,0
23601,536,54,0,12,12,0
23600,536,58,6,10,10,0
23598,536,63,0,13,13,0
23597,536,3,5,11,11,0
23634,537,64,0,19,19,0
23632,537,57,0,16,16,0
23630,537,4,0,15,15,0
23629,537,55,0,18,18,0
23628,537,21,8,9,9,0
23627,537,32,67,1,1,6
23626,537,34,40,2,2,1
23625,537,25,30,4,4,1
23624,537,1,12,7,7,0
23623,537,6,31,3,3,3
23622,537,56,10,8,8,0
23621,537,59,14,5,5,0
23620,537,54,0,12,12,0
23619,537,58,6,10,10,0
23617,537,63,0,13,13,0
23616,537,3,5,11,11,0
23672,539,64,0,19,19,0
23653,538,64,0,19,19,0
23651,538,57,0,16,16,0
23649,538,4,0,15,15,0
23648,538,55,0,18,18,0
23647,538,21,8,9,9,0
23646,538,32,76,1,1,7
23645,538,34,40,2,2,1
23644,538,25,36,3,3,1
23643,538,1,12,8,8,0
23642,538,6,35,4,4,3
23641,538,56,13,7,7,0
23640,538,59,14,6,6,0
23639,538,54,0,13,13,0
23638,538,58,6,10,10,0
23636,538,63,1,12,12,0
23635,538,3,5,11,11,0
23670,539,57,0,16,16,0
23668,539,4,0,15,15,0
23667,539,55,0,18,18,0
23666,539,21,8,9,9,0
23665,539,32,85,1,1,8
23664,539,34,44,2,2,1
23663,539,25,36,4,4,1
23662,539,1,12,8,8,0
23661,539,6,36,3,3,3
23660,539,56,15,6,6,0
23659,539,59,14,7,7,0
23658,539,54,0,13,13,0
23657,539,58,6,10,10,0
23655,539,63,1,12,12,0
23654,539,3,5,11,11,0
23691,540,64,0,19,19,0
23689,540,57,0,15,15,0
23687,540,4,0,16,16,0
23686,540,55,0,18,18,0
23685,540,21,8,9,9,0
23684,540,32,86,1,1,8
23683,540,34,53,2,2,2
23682,540,25,36,4,4,1
23681,540,1,14,8,8,0
23680,540,6,40,3,3,3
23679,540,56,15,6,6,0
23678,540,59,14,7,7,0
23677,540,54,0,13,13,0
23676,540,58,6,10,10,0
23674,540,63,1,12,12,0
23673,540,3,5,11,11,0
23710,541,64,0,19,19,0
23708,541,57,0,15,15,0
23706,541,4,3,12,12,0
23705,541,55,0,18,18,0
23704,541,21,8,10,10,0
23703,541,32,86,1,1,8
23702,541,34,53,2,2,2
23701,541,25,36,4,4,1
23700,541,1,15,8,8,0
23699,541,6,49,3,3,4
23698,541,56,17,7,7,0
23697,541,59,18,6,6,0
23696,541,54,0,14,14,0
23695,541,58,6,11,11,0
23693,541,63,1,13,13,0
23692,541,3,11,9,9,0
23729,542,64,0,19,19,0
23727,542,57,1,14,14,0
23725,542,4,3,12,12,0
23724,542,55,0,18,18,0
23723,542,21,11,10,10,0
23722,542,32,86,1,1,8
23721,542,34,53,3,3,2
23720,542,25,38,4,4,1
23719,542,1,15,8,8,0
23718,542,6,58,2,2,5
23717,542,56,17,7,7,0
23716,542,59,24,5,5,0
23715,542,54,0,15,15,0
23714,542,58,6,11,11,0
23712,542,63,1,13,13,0
23711,542,3,11,9,9,0
23157,543,1,0,12,12,0
23156,543,25,0,11,11,0
23154,543,59,9,1,1,1
23153,543,34,6,2,2,0
23152,543,6,4,3,3,0
23151,543,56,3,4,4,0
23150,543,32,2,5,5,0
23149,543,57,1,6,6,0
23148,543,63,0,7,7,0
23147,543,37,0,8,8,0
23146,543,58,0,9,9,0
23170,544,66,0,13,13,0
23169,544,1,6,4,4,0
23167,544,25,0,12,12,0
23166,544,59,9,2,2,1
23165,544,34,6,3,3,0
23164,544,6,13,1,1,1
23163,544,56,6,5,5,0
23162,544,32,4,6,6,0
23161,544,57,1,8,8,0
23160,544,63,0,9,9,0
23159,544,37,0,10,10,0
23158,544,58,1,7,7,0
23183,545,66,0,12,12,0
23182,545,1,9,3,3,0
23180,545,25,4,6,6,0
23179,545,59,15,2,2,1
23178,545,34,7,4,4,0
23177,545,6,22,1,1,2
23176,545,56,6,5,5,0
23175,545,32,4,7,7,0
23174,545,57,1,8,8,0
23173,545,63,0,10,10,0
23172,545,37,0,11,11,0
23171,545,58,1,9,9,0
23197,546,66,0,14,14,0
23195,546,1,9,4,4,0
23193,546,25,7,7,7,0
23192,546,59,19,2,2,1
23191,546,34,7,6,6,0
23190,546,6,28,1,1,2
23189,546,56,8,5,5,0
23188,546,32,13,3,3,1
23187,546,57,1,8,8,0
23186,546,63,0,11,11,0
23185,546,37,0,13,13,0
23184,546,58,1,9,9,0
23212,547,64,0,15,15,0
23211,547,66,0,14,14,0
23209,547,1,12,4,4,0
23207,547,25,7,7,7,0
23206,547,59,23,2,2,1
23205,547,34,8,5,5,0
23204,547,6,34,1,1,2
23203,547,56,8,6,6,0
23202,547,32,22,3,3,2
23201,547,57,1,8,8,0
23200,547,63,0,11,11,0
23199,547,37,0,13,13,0
23198,547,58,1,9,9,0
23228,548,64,0,14,14,0
23227,548,66,0,15,15,0
23225,548,1,15,4,4,0
23223,548,25,7,7,7,0
23222,548,59,32,2,2,2
23221,548,34,8,5,5,0
23220,548,6,40,1,1,2
23219,548,56,8,6,6,0
23218,548,32,24,3,3,2
23217,548,57,1,9,9,0
23216,548,63,0,11,11,0
23215,548,37,0,13,13,0
23214,548,58,2,8,8,0
23245,549,66,0,16,16,0
23244,549,64,0,13,13,0
23241,549,1,15,4,4,0
23239,549,25,11,5,5,0
23238,549,59,32,3,3,2
23237,549,34,9,6,6,0
23236,549,6,46,1,1,2
23235,549,56,8,7,7,0
23234,549,32,33,2,2,3
23233,549,57,1,10,10,0
23232,549,63,3,9,9,0
23231,549,37,0,14,14,0
23230,549,58,4,8,8,0
23261,550,66,0,16,16,0
23260,550,64,0,13,13,0
23257,550,1,21,4,4,0
23255,550,25,14,5,5,0
23254,550,59,32,3,3,2
23253,550,34,11,6,6,0
23252,550,6,50,1,1,2
23251,550,56,8,8,8,0
23250,550,32,34,2,2,3
23249,550,57,1,11,11,0
23248,550,63,3,10,10,0
23247,550,37,0,14,14,0
23246,550,58,4,9,9,0
23277,551,66,0,16,16,0
23276,551,64,0,13,13,0
23273,551,1,25,4,4,0
23271,551,25,14,6,6,0
23270,551,59,32,3,3,2
23269,551,34,17,5,5,0
23268,551,6,50,1,1,2
23267,551,56,8,8,8,0
23266,551,32,43,2,2,4
23265,551,57,1,11,11,0
23264,551,63,3,10,10,0
23263,551,37,0,14,14,0
23262,551,58,4,9,9,0
23294,552,66,0,16,16,0
23293,552,4,0,17,17,0
23292,552,64,0,13,13,0
23289,552,1,34,3,3,1
23287,552,25,14,6,6,0
23286,552,59,32,4,4,2
23285,552,34,19,5,5,0
23284,552,6,56,1,1,2
23283,552,56,8,8,8,0
23282,552,32,47,2,2,4
23281,552,57,1,11,11,0
23280,552,63,3,10,10,0
23279,552,37,0,14,14,0
23278,552,58,4,9,9,0
23312,553,66,0,16,16,0
23311,553,4,0,17,17,0
23310,553,64,0,14,14,0
23307,553,1,34,4,4,1
23305,553,25,14,6,6,0
23304,553,59,38,3,3,2
23303,553,34,23,5,5,0
23302,553,6,65,1,1,3
23301,553,56,8,8,8,0
23300,553,32,47,2,2,4
23299,553,57,2,11,11,0
23298,553,63,5,9,9,0
23297,553,37,0,13,13,0
23296,553,58,4,10,10,0
23330,554,66,0,16,16,0
23329,554,4,0,17,17,0
23328,554,64,0,13,13,0
23325,554,1,35,4,4,1
23323,554,25,16,6,6,0
23322,554,59,38,3,3,2
23321,554,34,27,5,5,0
23320,554,6,71,1,1,3
23319,554,56,8,9,9,0
23318,554,32,47,2,2,4
23317,554,57,2,11,11,0
23316,554,63,5,10,10,0
23315,554,37,0,14,14,0
23314,554,58,13,7,7,1
23348,555,66,0,16,16,0
23347,555,4,0,17,17,0
23346,555,64,0,13,13,0
23343,555,1,35,4,4,1
23341,555,25,16,7,7,0
23340,555,59,42,3,3,2
23339,555,34,27,5,5,0
23338,555,6,80,1,1,4
23337,555,56,11,9,9,0
23336,555,32,47,2,2,4
23335,555,57,4,11,11,0
23334,555,63,5,10,10,0
23333,555,37,0,14,14,0
23332,555,58,13,8,8,1
23366,556,66,0,16,16,0
23365,556,4,0,17,17,0
23364,556,64,0,14,14,0
23361,556,1,38,4,4,1
23359,556,25,17,7,7,0
23358,556,59,42,3,3,2
23357,556,34,27,5,5,0
23356,556,6,86,1,1,4
23355,556,56,11,9,9,0
23354,556,32,56,2,2,5
23353,556,57,6,10,10,0
23352,556,63,5,11,11,0
23351,556,37,0,13,13,0
23386,557,66,0,16,16,0
23385,557,4,0,17,17,0
23384,557,64,0,13,13,0
23381,557,1,47,3,3,2
23379,557,25,17,7,7,0
23378,557,59,46,4,4,2
23377,557,34,27,5,5,0
23376,557,6,89,1,1,4
23375,557,56,11,9,9,0
23374,557,32,62,2,2,5
23373,557,57,8,10,10,0
23372,557,63,5,11,11,0
23371,557,37,0,14,14,0
23370,557,58,17,6,6,1
23406,558,66,0,16,16,0
23405,558,4,0,17,17,0
23404,558,64,0,14,14,0
23401,558,1,51,4,4,2
23399,558,25,23,6,6,0
23398,558,59,55,3,3,3
23397,558,34,27,5,5,0
23396,558,6,89,1,1,4
23395,558,56,11,9,9,0
23394,558,32,62,2,2,5
23393,558,57,10,10,10,0
23392,558,63,6,11,11,0
23391,558,37,0,13,13,0
23390,558,58,20,7,7,1
23426,559,66,0,17,17,0
23425,559,4,0,18,18,0
23424,559,64,0,14,14,0
23421,559,1,60,3,3,3
23419,559,25,27,6,6,0
23418,559,59,55,4,4,3
23417,559,34,27,5,5,0
23416,559,6,95,1,1,4
23415,559,56,11,9,9,0
23414,559,32,62,2,2,5
23413,559,57,10,10,10,0
23412,559,63,6,11,11,0
23411,559,37,0,13,13,0
23410,559,58,23,7,7,1
23350,556,58,17,6,6,1
22860,560,32,0,11,11,0
22858,560,56,0,9,9,0
22857,560,204,0,8,8,0
22856,560,3,0,7,7,0
22855,560,59,0,6,6,0
22854,560,1,1,5,5,0
22853,560,37,3,4,4,0
22852,560,58,4,3,3,0
22851,560,25,6,2,2,0
22850,560,6,9,1,1,1
22878,561,57,0,14,14,0
22877,561,63,0,13,13,0
22876,561,73,1,7,7,0
22875,561,66,0,17,17,0
22873,561,32,0,11,11,0
22871,561,56,0,12,12,0
22870,561,204,0,10,10,0
22869,561,3,0,9,9,0
22868,561,59,0,8,8,0
22867,561,1,7,3,3,0
22866,561,37,3,5,5,0
22865,561,58,4,4,4,0
22864,561,25,9,2,2,0
22863,561,6,18,1,1,2
22895,562,57,0,11,11,0
22894,562,63,0,15,15,0
22893,562,73,1,9,9,0
22892,562,66,0,17,17,0
22890,562,32,0,14,14,0
22888,562,56,1,8,8,0
22887,562,204,0,12,12,0
22886,562,3,0,13,13,0
22885,562,59,0,10,10,0
22884,562,1,9,3,3,0
22883,562,37,3,5,5,0
22882,562,58,4,4,4,0
22881,562,25,13,2,2,0
22880,562,6,27,1,1,3
22913,563,66,0,18,18,0
22910,563,56,1,11,11,0
22909,563,57,2,9,9,0
22907,563,73,1,12,12,0
22906,563,32,4,5,5,0
22905,563,63,0,14,14,0
22904,563,6,33,1,1,3
22903,563,25,13,3,3,0
22902,563,58,4,4,4,0
22901,563,37,3,7,7,0
22900,563,1,18,2,2,1
22899,563,59,0,13,13,0
22898,563,3,0,15,15,0
22897,563,204,3,6,6,0
22932,564,182,0,17,17,0
22929,564,56,1,12,12,0
22928,564,57,2,10,10,0
22926,564,73,1,13,13,0
22925,564,32,4,6,6,0
22924,564,63,2,11,11,0
22923,564,6,42,1,1,4
22922,564,25,16,3,3,0
22921,564,58,4,5,5,0
22920,564,37,3,8,8,0
22919,564,1,19,2,2,1
22918,564,59,0,14,14,0
22917,564,3,0,16,16,0
22916,564,204,3,7,7,0
22951,565,182,0,17,17,0
22948,565,56,2,12,12,0
22947,565,57,2,10,10,0
22945,565,73,1,13,13,0
22944,565,32,4,7,7,0
22943,565,63,2,11,11,0
22942,565,6,51,1,1,5
22941,565,25,22,2,2,0
22940,565,58,4,6,6,0
22939,565,37,6,5,5,0
22938,565,1,21,3,3,1
22937,565,59,0,14,14,0
22936,565,3,0,16,16,0
22935,565,204,3,8,8,0
22970,566,182,0,17,17,0
22967,566,56,2,12,12,0
22966,566,57,2,10,10,0
22964,566,73,1,13,13,0
22963,566,32,4,7,7,0
22962,566,63,2,11,11,0
22961,566,6,55,1,1,5
22960,566,25,31,2,2,1
22959,566,58,4,6,6,0
22958,566,37,6,5,5,0
22957,566,1,23,3,3,1
22956,566,59,0,14,14,0
22955,566,3,0,16,16,0
22954,566,204,3,8,8,0
22989,567,64,0,18,18,0
22988,567,57,2,10,10,0
22987,567,63,2,11,11,0
22986,567,73,1,13,13,0
22985,567,66,0,19,19,0
22983,567,32,6,6,6,0
22981,567,56,2,12,12,0
22980,567,204,6,7,7,0
22979,567,3,0,16,16,0
22978,567,59,0,14,14,0
22977,567,1,31,3,3,2
22976,567,37,6,8,8,0
22975,567,58,4,9,9,0
22974,567,25,37,2,2,1
22973,567,6,55,1,1,5
23008,568,64,0,15,15,0
23007,568,57,2,12,12,0
23006,568,63,4,10,10,0
23005,568,73,1,13,13,0
23004,568,66,0,19,19,0
23002,568,32,6,7,7,0
23000,568,56,3,11,11,0
22999,568,204,6,8,8,0
22998,568,3,0,17,17,0
22997,568,59,0,14,14,0
22996,568,1,31,3,3,2
